customer_id,customer_name,email,phone,address,loyalty_points
C0222,Ethan Burgess,marvin66@terrell.com,+1-964-982-3071,"3362 Nicholas Centers
Port Shelleyfort, HI 74486",221
C0223,Scott Barnett,watkinsdouglas@lewis.com,001-374-944-0954x109,"24784 Michael Walks Suite 811
South Daniellehaven, IN 08096",228
C0224,Courtney Cooper,jenniferbaldwin@hotmail.com,7021044111,"8494 Kimberly Shore Apt. 224
West Ashleychester, AZ 21809",88
C0225,Alan Berry,kennethwallace@hotmail.com,990.559.9708,"795 Douglas Viaduct Suite 230
Jamesside, NY 37680",476
C0226,Mark Gomez,laurengreen@yahoo.com,+1-976-490-3555x26360,"34328 Jorge Neck
Larsonmouth, RI 90285",406
C0227,Antonio Allen Jr.,dustin06@west.net,4983429064,"441 Fletcher Avenue
Kaneburgh, IN 20801",299
C0228,Erin Nicholson,kcarr@hotmail.com,009.279.2395,"66553 Carter Estates Apt. 167
East Matthew, FL 48427",374
C0229,Matthew Taylor,maryadams@zimmerman-gonzalez.info,681-873-4405x9494,"3370 Douglas Junctions
Port Nathanville, VA 83977",337
C0230,Joann Thomas,fanderson@yahoo.com,458.446.7116,"7730 Myers Viaduct
Garciachester, TN 12725",212
C0231,Matthew Chandler,clarkjose@valencia.com,234.587.7963,"630 Stanton Port
West Joseph, AZ 10648",408
C0232,Jennifer Smith,markchan@gmail.com,001-875-139-7491x00138,"67006 Lewis Circles
New Amandaview, NH 57278",141
C0233,Kimberly Ballard,michaelle@alexander-mcdaniel.com,(581)174-7704x88759,"0606 Brian Forks Suite 304
Lake Jeffreybury, OH 48657",451
C0234,Dr. Olivia Cunningham,lortiz@gmail.com,283.079.3393x0416,"500 Cassidy Grove Suite 682
Ortizport, KS 03401",21
C0235,Troy Jackson,aanderson@trevino.biz,652-967-2623x05771,"55757 White Station Suite 542
New Anna, MT 02727",234
C0236,Lisa Stanley,sbrown@jackson.com,+1-549-240-3844x31718,"2383 Kennedy Rapids
Andersonchester, CA 68887",491
C0237,Melissa Miller,aaronmorgan@chavez-gonzalez.com,524.810.3358x2553,"8852 Murphy Stream Apt. 701
Vanessaton, MO 95934",366
C0238,Ronald Thompson,amy76@gmail.com,380-644-6410x0923,"168 Rodriguez Light
South Charles, OR 55483",143
C0239,Tina Kemp,rodriguezjenny@gardner-mason.com,+1-082-994-2297,"Unit 5368 Box 6313
DPO AA 00946",251
C0240,Sara Hoffman,gardnerkeith@sanchez.com,7948351332,"6876 Shannon Islands Suite 298
Port Destiny, CA 50675",404
C0241,Jessica Hancock,gabrielscott@hotmail.com,(487)474-3532,"34622 Frank Creek Apt. 457
New Christopher, IL 55805",430
C0242,Mark Mckinney,kbush@castro.com,728.366.4354x726,"98961 Jeremy Mews Suite 042
Higginsfort, HI 15556",48
C0243,Amanda Peterson,christopher63@cummings-perez.org,(763)904-9807x9069,"8694 Kelly Locks Suite 048
New Melissaview, AR 94594",341
C0244,Jamie Garrett,ronalddrake@hotmail.com,+1-200-942-1045x046,"995 Tammy Pike
East Joel, MD 34526",136
C0245,Kathleen Howard,justinpalmer@yahoo.com,665-332-9765,"39526 Jones Rue Suite 518
Anthonyside, SD 61772",284
C0246,Judith Romero,melvin22@gmail.com,829.147.9124x838,"0026 Lisa Creek Apt. 366
West Katiehaven, ND 74580",74
C0247,Paul Morgan,dawn57@hotmail.com,695-157-0122x44232,"70936 White Meadow Suite 077
Lake Anthonyshire, WA 92157",190
C0248,Terry Smith,andrewgarcia@hotmail.com,(583)390-8387x526,"7526 Beard Centers Suite 509
Reidmouth, CT 20544",91
C0249,Donna Harrison,lisabean@rivera.info,737.864.3187x6945,"9305 Dale Squares
Karenhaven, AZ 71535",324
C0250,Joseph Arnold,alexander93@gmail.com,123-782-0728,"PSC 6459, Box 6112
APO AA 80235",311
C0251,Amanda Foster,donnaball@hotmail.com,001-720-323-9055x7459,"1814 Laura Village
Hernandezbury, HI 16399",457
C0252,Gregory Williams,jared60@hotmail.com,514-617-9595x61102,"806 Rodriguez Vista Apt. 251
East Natasha, MA 73491",21
C0253,Zachary King,jocelyn03@hotmail.com,+1-953-018-1466,"7001 Adams Ports Suite 691
Tammybury, LA 57228",178
C0254,Michele Hickman,gcole@hotmail.com,570-345-6501x1059,"77253 Wilkinson Islands Suite 544
Foxfort, UT 44840",63
C0255,Pamela Farmer DDS,haaschristopher@yahoo.com,(049)493-8583,"004 Jeff Points
Port Gregory, NC 45354",486
C0256,Ruben King,sharrington@hotmail.com,297.621.4655,"5774 Johnson Burg Apt. 853
South Phillip, MO 88966",459
C0257,William Ballard,todd68@burton.com,653-062-5123x8274,"32936 Maria Coves
Thomasport, GA 19316",281
C0258,Dana Craig,raymondsummers@yahoo.com,001-077-828-6199,"5441 Lee Bypass
East Stephaniebury, CO 35889",394
C0259,Sheri Martin,tkelley@yahoo.com,768.583.0049,"PSC 8260, Box 8327
APO AE 19073",222
C0260,Brittany Mathis,benjamin77@jones-perez.com,(233)969-8220x3190,"7558 Sara Plaza Apt. 362
South Benjamin, OK 53686",386
C0261,Lauren Williams,vjohnson@white.com,911.033.2356,"066 Brown Forest
Barnestown, IN 17495",421
C0262,Gregory Carter,sherryjohnson@mayo.biz,615.915.6185x01044,"15101 Larry Mountains
East Emily, PA 90186",413
C0263,Johnny Powell,keithalexander@hotmail.com,001-021-554-2763x311,"9871 David Gateway
Zacharyview, NE 28130",413
C0264,Christopher Kramer,timothyhuang@guerrero.com,(279)878-8201x07235,"0258 Christian Trail Apt. 304
New Ashley, ID 47412",112
C0265,Jessica Peterson,peter94@yahoo.com,001-018-842-4561,"USS Miller
FPO AP 96150",394
C0266,Nathan Browning,browndebra@yahoo.com,001-604-846-9574x0072,"001 Jeffrey Curve Apt. 520
New Nathanside, DC 83527",460
C0267,Mary Scott,jschultz@gray.biz,034-318-3384,"300 Henry Centers Apt. 685
Finleyburgh, ID 68389",327
C0268,Andrea Boyle,nortonchristopher@phillips.com,(477)996-3303x52430,"117 Andrew Drives
Port Johnny, IN 62621",261
C0269,Ronald Moreno,moorebrittney@harrison.org,+1-668-532-4120,"2160 Hall Circle Apt. 619
Wagnershire, MN 42019",263
C0270,Mark Riley,mezaann@jones.org,021-811-0126x94071,"035 Estrada Plaza
Morganburgh, WV 77852",7
C0271,Lynn Daniels,lorimichael@miller-wells.info,998.803.2097,"65655 Smith Canyon Suite 986
East Joe, IL 93302",499
C0272,Jeffrey Collins,taylornathan@dixon-miller.net,499-289-6512x182,"7464 Kim Keys
Port Alyssaview, CO 80421",176
C0273,Richard Weiss,clintonmoody@kemp-rice.com,209.043.1447x7349,"8884 Hart Cliff Suite 147
East Stephanie, TX 44504",4
C0274,David Rose,john12@hotmail.com,+1-674-739-8616,"339 Hernandez Creek Apt. 191
East Travisview, AZ 79378",282
C0275,Gordon Thornton,jill58@yahoo.com,(315)930-8106x5335,"94499 Li Roads
North Melissa, VA 50100",150
C0276,Charles Smith,smithjonathan@schwartz.com,(107)644-6946x92201,"363 Kayla Coves
Silvaborough, SC 85315",243
C0277,Rachel Miles,restrada@yahoo.com,(059)587-6360,"615 Lisa Burg Apt. 210
Dyerchester, WV 73035",154
C0278,Janet Marshall,jacksondiane@morris.info,(867)996-9499x124,"19697 Short Crest
Michaelburgh, WI 02835",121
C0279,Thomas Fields,manuel19@vaughn.com,(898)642-9146,"98317 Atkinson Fort Apt. 834
Lauriemouth, DE 26793",52
C0280,Paige Yoder,cgrant@hotmail.com,690-738-4309x8416,"167 Donald Ferry Apt. 879
Seantown, OK 54585",108
C0281,William Moore,phillipburch@yahoo.com,001-565-963-5001x9861,"487 Ryan Skyway Suite 695
Lake Curtis, NH 20278",223
C0282,Henry Graves,samanthawilliams@yahoo.com,(535)555-2551x45442,"68361 Stephanie Mall
Alvarezshire, NE 83164",127
C0283,Nicolas Duncan,deborah04@rios.com,(963)913-4724x24003,"11084 Brian Cape
Sandratown, TX 24373",182
C0284,Cody Chang,sara81@gmail.com,(517)042-7335x114,"694 Keith Mountain Apt. 706
Rodriguezmouth, NJ 39953",414
C0285,Kenneth Young,monicabishop@gmail.com,746.598.2112x6418,"Unit 9021 Box 3732
DPO AA 67658",400
C0286,Sharon Jacobson,lisa04@gmail.com,001-482-763-5445,"USCGC Brown
FPO AA 65472",284
C0287,Ashlee Lopez,markwu@aguilar.com,(431)466-5711,"8409 Wright Prairie Apt. 862
Chandlermouth, MN 82376",339
C0288,Austin Simmons,qliu@watkins-nixon.com,+1-327-395-4020,"595 Hernandez Road Apt. 906
South Annehaven, NE 50695",408
C0289,Dillon Kim,wisealvin@yahoo.com,001-574-945-2094x207,"570 Stein Court
South Kimberlyfurt, OK 42382",264
C0290,Heather Murphy,obooth@becker.biz,167.107.6342x977,"1865 Sarah Rest
Riveraland, OH 01518",132
C0291,Johnathan Farmer,christinasnyder@martin-shelton.biz,568-477-7594,"870 Jesus Mill
North Brandonview, MS 54620",48
C0292,James Graham,johnnyhaynes@gmail.com,111-367-1970,"0327 Olson Shores
South Matthew, WA 93355",403
C0293,Megan Terry,rhonda21@wright.com,+1-226-852-5237,"731 Bowers Divide
Kingside, WV 02064",428
C0294,Lauren Gomez,amanda67@yahoo.com,(215)271-2501x4442,"7970 Chase Mission Apt. 562
East Haley, VA 86377",303
C0295,Kristy Ramirez,catherine44@mitchell.net,001-367-804-6914,"4630 Mary Track
North Barbaramouth, PA 25188",285
C0296,Jennifer Mccall,pnelson@bowen-sanford.biz,(886)441-7347x030,"USS Baker
FPO AE 86990",120
C0297,Brad Hancock,jennifer00@shelton-price.net,056-240-1147,"40494 Brandy Corner
Jenkinsfort, MN 78067",333
C0298,Benjamin Love,jwarren@hotmail.com,264-546-6984x9763,"192 David Roads Apt. 286
South Gary, FL 81469",417
C0299,Kaitlin Edwards,lindafischer@hotmail.com,001-274-219-2244x415,"8894 Danielle Squares Apt. 996
Pattonview, SC 88931",112
C0300,Tiffany Johnson,kylejones@gmail.com,031-958-0497,"156 James Union Suite 095
Williambury, FL 91998",92
